test_type,alloy,solute,plane,T_C,gamma_Jm2_mean,gamma_Jm2_std,gamma_Jm2_min,gamma_Jm2_max,ads_monolayers_mean,ads_monolayers_std,ads_monolayers_min,ads_monolayers_max,ads_first2_monolayers_mean,ads_first2_monolayers_std,ads_first2_monolayers_min,ads_first2_monolayers_max,acceptance_ratio_mean,acceptance_ratio_std,acceptance_ratio_min,acceptance_ratio_max,delta_final_mean,delta_final_std,delta_final_min,delta_final_max,term1_Jmol_mean,term1_Jmol_std,term1_Jmol_min,term1_Jmol_max,term2_Jmol_mean,term2_Jmol_std,term2_Jmol_min,term2_Jmol_max,term3_Jmol_mean,term3_Jmol_std,term3_Jmol_min,term3_Jmol_max,term4_Jmol_mean,term4_Jmol_std,term4_Jmol_min,term4_Jmol_max,term5_Jmol_mean,term5_Jmol_std,term5_Jmol_min,term5_Jmol_max,Eel_Jmol_mean,Eel_Jmol_std,Eel_Jmol_min,Eel_Jmol_max,total_Jmol_mean,total_Jmol_std,total_Jmol_min,total_Jmol_max
omega,Fe-Au_wt,AU,100,525.0,1.1238420419529471,0.04989801905721327,1.0462187345431446,1.1925162937714693,1.2636148009879096,0.11917064636469742,1.1204562170486598,1.4724440721817773,1.2467130363195613,0.10513950845038578,1.1167205813681875,1.4254450930807414,0.8694955555555555,0.0012836311883783716,0.867005,0.870925,0.2,0.0,0.2,0.2,37478.69888810606,1.6361278761980032,37476.641201589606,37480.00832498017,36633.28006238607,2786.172027527529,33471.33429749178,41687.4527298098,-11927.629916192374,1633.4511562056543,-14313.469605803984,-9541.940350092662,-6587.883218887452,3627.385051449325,-13094.183527746049,-2415.6212195046965,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,55596.4658154123,2468.455002760341,51756.44079784937,58993.78105287458
omega,Fe-Au_wt,AU,100,550.0,1.151396137556457,0.047082750984447794,1.0787161333917912,1.2166640236119295,1.2261471831915158,0.09825389611903634,1.1058500998984653,1.3942524793621722,1.2139125241098,0.08899986639794047,1.1027268587138304,1.3630008504070443,0.8704016666666666,0.0015699999999999996,0.8679,0.872085,0.2,0.0,0.2,0.2,37479.82126256958,3.19925945265989,37476.641201589606,37483.37544837073,36877.91172983033,2279.7080415922264,34242.39545174649,40923.07580676538,-11775.56198955963,1612.8260892725136,-14131.137419587612,-9420.022334639954,-5622.604077922351,3000.0069402920667,-10904.492469875466,-2117.379317395101,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,56959.56692491793,2329.183691200629,53364.08711889191,60188.36924808215
omega,Fe-Au_wt,AU,100,575.0,1.178254605897459,0.04469971529977945,1.1096825063973934,1.2405935152659118,1.1959810025015167,0.08291104107476531,1.093383325972338,1.3361756959985749,1.1867172302864615,0.07636976481918226,1.0908036101831406,1.3138666790893594,0.8714983333333334,0.001524110396263934,0.86916,0.87307,0.2,0.0,0.2,0.2,37483.188385960144,3.1992594526637204,37476.641201589606,37486.74257176131,37274.99023792607,1907.1963650044402,35048.99916211075,40628.70581791852,-11623.16440415855,1591.9165518899981,-13948.805233371242,-9298.113814988774,-4846.758865980365,2529.770026920835,-9260.548194657844,-1865.4667186786328,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,58288.2553537473,2211.2949158800884,54895.99359147905,61372.16120020465
omega,Fe-Au_wt,AU,100,600.0,1.2045578501258751,0.04264571080505032,1.1394833557946935,1.264340305407349,1.1709419643490517,0.07080494680154036,1.082655002795171,1.2895961300023884,1.1637397314847249,0.06601467401284301,1.0805011120413237,1.273102783350718,0.8727344444444445,0.0016554690506855277,0.869905,0.874765,0.2,0.0,0.2,0.2,37486.18138452954,4.1238671039446375,37480.00832498017,37493.47681854243,37779.30585336015,1614.6707410467695,35879.8556322245,40592.71537687551,-11470.85350304989,1571.1997941850125,-13765.397616931776,-9175.85631439809,-4205.156889112755,2154.621905873874,-7940.451597150971,-1650.561227867286,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,59589.47684572704,2109.6833135258375,56370.241611163496,62546.91490850156
omega,Fe-Au_wt,AU,100,625.0,1.2304088068094439,0.04084981340186748,1.1683616554614915,1.287932325978536,1.149879205221026,0.061022407680241884,1.0734119817648469,1.251578485826081,1.1441503035704779,0.057407483019686706,1.0715676055381056,1.2390093422986417,0.873405,0.002005238452154796,0.87008,0.87618,0.2,0.0,0.2,0.2,37491.232069615384,6.070168017753886,37483.37544837072,37500.21106532356,38363.615195058475,1380.182743332625,36733.51834964597,40759.19221087486,-11318.29715445821,1550.594636193278,-13583.0796744177,-9053.617805410466,-3668.226437352452,1848.8937424870967,-6860.636889147893,-1466.099443400893,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,60868.32367286319,2020.8402689903858,57798.85109568,63714.01216615818
omega,Fe-Au_wt,AU,100,650.0,1.2558846889980786,0.0392620786087867,1.196492832146968,1.311391617857243,1.1319618019548565,0.0528836370932931,1.0653292022780974,1.2197392107057496,1.1273152592940159,0.050093910054784786,1.0637450504078525,1.209887401631102,0.8743938888888889,0.0018098994754160403,0.871755,0.877025,0.2,0.0,0.2,0.2,37499.27575327063,8.547749253994644,37490.10969515187,37513.679558885815,39009.01533676144,1185.5469345897518,37599.096146002026,41057.78159383823,-11165.372354170766,1529.913302267178,-13399.714789085112,-8930.700326146893,-3214.3031711263516,1593.855780867845,-5957.676093594472,-1307.532043343141,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,62128.615564734944,1942.2950287766748,59190.50040631052,64874.54333539781
omega,Fe-Au_wt,AU,100,675.0,1.2810456887766726,0.03784482182585362,1.2240046958271398,1.3347352490626898,1.1165694113394098,0.04614721720963987,1.0582320598916504,1.1929627389873494,1.1127524120087213,0.043938135804119975,1.056878324869498,1.1850680725579616,0.8754294444444445,0.0019026534833694174,0.872375,0.87769,0.2,0.0,0.2,0.2,37510.33203907341,11.988899731977662,37493.47681854245,37527.148052448094,39703.186073244484,1026.8977596151415,38479.91600738301,41474.538281974776,-11012.110629010216,1509.3945225176453,-13216.894740715215,-8807.820830089428,-2828.0772595256944,1381.1814023163354,-5199.608057233399,-1169.890458610413,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,63373.33022378199,1872.1833357249716,60551.51230256861,66029.35277113126
omega,Fe-Au_wt,AU,100,700.0,1.3059396838209612,0.036567695132195474,1.2510007972351358,1.3579763297322474,1.103255758601347,0.04041880608380036,1.0519106152858555,1.1699190290118255,1.1000823919891163,0.038659633031078375,1.0507254525545195,1.1635413632273033,0.8759144444444444,0.002171788497477957,0.87155,0.878395,0.2,0.0,0.2,0.2,37525.277428342226,15.622791349380222,37503.57818871412,37549.03435448679,40435.479691166205,893.1472841882428,39364.011456735454,41970.108439983946,-10858.396615677068,1488.769906937238,-13033.070480633696,-8684.130604393142,-2497.5243452084114,1200.9492766554265,-4553.606708842193,-1049.826174974815,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,64604.83615862295,1809.0038781897088,61887.00943922217,67179.08903185428
omega,Fe-Au_wt,AU,110,400.0,0.9022502254409748,0.18120314585458547,0.5527645562349095,1.0837684602385025,2.1129640722073963,1.368430628961512,1.043492645842318,3.924332028180107,1.4629257344515803,0.4673919257152948,1.0426444572964793,1.981294133282488,0.88938,0.0055479078263792015,0.87741,0.89504,0.2,0.0,0.2,0.2,26499.938877297514,0.8176121935716796,26499.55345121321,26501.86600771903,55421.66343370388,36964.552708791074,27181.64757300383,105026.43778051484,-6343.770663741651,868.7118044624427,-7612.56526844292,-5074.845282321707,-16168.240198859401,20261.904849822684,-44957.67002718364,-522.3174744388291,-27848.878562475045,21842.092076211233,-59620.05175900435,-10176.130084819511,0.0,0.0,0.0,0.0,31560.7128859253,6338.486041993399,19335.704177097134,37910.22073914281
omega,Fe-Au_wt,AU,110,425.0,0.973329482613534,0.13328040795258767,0.7018870338587261,1.1179774235268756,1.791198240209941,1.2186524698866572,1.0371007614140255,3.89735817866669,1.3581888384801017,0.4407305733202366,1.0364189354676645,1.979850303552717,0.8919138888888889,0.0037758813356766124,0.885745,0.895375,0.2,0.0,0.2,0.2,26500.581254104687,1.0729808083422616,26499.55345121321,26501.86600771903,48445.501216029894,33903.90221585587,28120.225883629657,107660.98744312236,-6267.736758267591,858.3480075793926,-7521.3991753347345,-5014.070260866631,-11571.774558103358,18136.49482298524,-43962.95571811548,-452.9892109933597,-23059.505851942213,19404.093222190048,-58124.17755650714,-10048.182144518583,0.0,0.0,0.0,0.0,34047.06530182142,4662.148670181526,24552.00844437824,39106.85027497011
omega,Fe-Au_wt,AU,110,450.0,1.0314782636893496,0.09456267984155506,0.84876998624919,1.1520979065032242,1.471769928117733,0.939746364051738,1.0318995318156312,3.849282604539832,1.2527802885378894,0.3816321816292071,1.031320474332054,1.9775488742506284,0.8935694444444445,0.003989332999108676,0.885375,0.897505,0.2,0.0,0.2,0.2,26501.86600771903,2.08451026477931,26499.55345121321,26505.33484247774,40964.499436481376,26803.04995443618,29066.03841240568,109338.86643781986,-6191.644578149054,848.0287864401294,-7430.233082226549,-4953.005016302345,-6926.891940277692,14052.06239810274,-42632.35621481107,-397.055797388581,-18266.71926192021,14931.928225190311,-56085.85647299878,-9920.927671709704,0.0,0.0,0.0,0.0,36081.10966385344,3307.802540857599,29689.974118996663,40300.38476948279
omega,Fe-Au_wt,AU,110,475.0,1.076566759302022,0.07601432103264075,0.9624521622269998,1.1861476012135062,1.1574717863531894,0.2969703378656343,1.0276214178685568,1.946369484296043,1.1468488810975574,0.26896867132506985,1.0271212962611305,1.860934335196705,0.8944611111111112,0.004814898608601347,0.885565,0.89947,0.2,0.0,0.2,0.2,26503.79313814054,2.8906956322679513,26499.55345121321,26508.803677236472,33110.41337932003,8036.257403086736,30020.78252964391,54517.63086651805,-6115.485043548089,837.6671477264812,-7339.066989118363,-4891.9468935892055,-2287.4583727548743,4393.32072687982,-13952.028143671989,-351.2544346269148,-13552.957860772873,4909.9470966914205,-26059.51255024046,-9794.941788215812,0.0,0.0,0.0,0.0,37658.30524038473,2658.980949721775,33666.576634700454,41491.44309044845
omega,Fe-Au_wt,AU,110,500.0,1.112848989864406,0.07396914916491186,1.003841848601036,1.2201372657175509,1.0553655478682973,0.0276065949440733,1.023930660534662,1.106336629717865,1.0541825112179124,0.026897720362048412,1.0234930138834968,1.1037769149384034,0.894328888888889,0.005400023598199434,0.88544,0.900355,0.2,0.0,0.2,0.2,26506.748071453523,4.394533495136433,26501.86600771903,26515.741346753905,31400.873824247716,402.21336769698877,30976.52966530996,32183.2437682896,-6039.233251968155,827.3405035819205,-7247.617794752111,-4830.612791469147,-802.5141143949534,447.15812561757076,-1643.0462082939753,-312.6063517753704,-12138.416863881206,1708.642031685654,-14680.05790889829,-9668.650314019422,0.0,0.0,0.0,0.0,38927.45766545692,2587.4408377886193,35114.38786406424,42680.40155479993
omega,Fe-Au_wt,AU,110,525.0,1.1486093956831303,0.07261428337569278,1.0418127084306403,1.2540731950166693,1.0463660759508866,0.021594457109194314,1.0207665980346616,1.0847281104086497,1.0454103065918625,0.021060037763688446,1.0204070763834967,1.0827907143454956,0.8938788888888889,0.005620414118293386,0.88557,0.90079,0.2,0.0,0.2,0.2,26510.98775838085,7.254308695088982,26503.022285971936,26523.83529452425,32276.533945101204,306.5452075649468,31935.734983946328,32846.83148679132,-5962.879921567366,817.177738801892,-7156.315492403253,-4769.199752940548,-679.2147682900506,351.20961559046594,-1318.157490598421,-280.23670447251,-11967.070352628733,1670.6982561264551,-14432.772248857786,-9542.653459374433,0.0,0.0,0.0,0.0,40178.356660995894,2540.047632481738,36442.6085409038,43867.48036168309
omega,Fe-Au_wt,AU,110,550.0,1.1842209771443142,0.07136016067879283,1.0794054044171306,1.2879585445116075,1.0394746844651646,0.017626817994636387,1.0179750102991425,1.0700444696039362,1.038675213658516,0.017205507586387357,1.0176501150481732,1.068454374302063,0.8936127777777778,0.00555172333104283,0.885595,0.900615,0.2,0.0,0.2,0.2,26517.411526452557,10.74018674915186,26504.17856422484,26536.55435530624,33180.74422687739,247.92822044502904,32891.7840501784,33628.77937131827,-5886.324436798854,807.014543664753,-7065.016750979968,-4707.4353595220655,-586.1803732813087,286.6309771781417,-1096.5544077861932,-252.4554043598724,-11801.601162741672,1640.420567530368,-14213.785730265725,-9415.657754586662,0.0,0.0,0.0,0.0,41424.04978050811,2496.178420544178,37757.60104651123,45052.78988701604
omega,Fe-Au_wt,AU,110,575.0,1.2197170411069058,0.07017155642770154,1.1167400132687388,1.3217929624646456,1.0338871751199799,0.014806835491198945,1.015377503632883,1.0589921553130413,1.0332315286795923,0.014483362338501768,1.0151040343305298,1.0577651007266344,0.8931805555555555,0.00602525074397546,0.88492,0.901415,0.2,0.0,0.2,0.2,26526.689350533983,15.937875534536571,26508.803677236472,26555.054807352757,34099.85947758882,210.99014230288412,33841.9153507071,34467.27398464736,-5809.524013220053,796.9627875108154,-6973.312942760236,-4645.243048755543,-512.5559978937476,239.75653518929747,-932.5545702665908,-228.17264678933415,-11638.766719089434,1614.4106678978844,-14006.644484716526,-9287.236635501667,0.0,0.0,0.0,0.0,42665.702097919566,2454.601043840996,39063.565664140486,46236.31782701331
omega,Fe-Au_wt,AU,110,600.0,1.2551170043475042,0.06902612648845306,1.1538857020572957,1.35557312892315,1.0292310164981089,0.012733025716927018,1.0130031203330014,1.050433022773294,1.0286713876540274,0.012472828476246194,1.012750832043712,1.049426088629984,0.8928738888888889,0.005483012275301885,0.885505,0.90189,0.2,0.0,0.2,0.2,26540.86045123582,22.760373869180484,26515.741346753905,26581.090609937022,35024.60913516401,188.15629324620508,34783.633653397614,35340.374774611395,-5732.290534104652,786.9897073358617,-6881.354520687025,-4582.504681865389,-452.78861669338227,204.05047842568007,-805.8413422132041,-207.39922265933384,-11476.39762352611,1590.8812561919726,-13805.99840050086,-9156.872309078137,0.0,0.0,0.0,0.0,43903.992812075696,2414.5339045660794,40362.92185796421,47417.948049731785
omega,Fe-Au_wt,AU,110,625.0,1.2904310193972843,0.06790902035148604,1.190883117877282,1.3892927289959744,1.0251980066215296,0.011208280721555263,1.01061908468749,1.043600234545416,1.0247131994472511,0.010983015869337085,1.0103930605618614,1.0427183816640324,0.8925872222222222,0.004765695195293576,0.88639,0.89989,0.2,0.0,0.2,0.2,26560.13175545094,32.414417007940976,26522.679016271348,26617.49383300974,35950.45610025466,177.2605879399986,35711.31277479363,36238.44627284724,-5654.636208680026,777.1998471701332,-6789.417464167253,-4519.026868219372,-402.9294817183561,176.03759192607072,-704.6476965809381,-188.6311993354539,-11313.745106790218,1569.4144124718912,-13609.96866502306,-9023.68887996936,0.0,0.0,0.0,0.0,45139.27705851701,2375.457531894981,41657.09146334733,48597.45966027919
omega,Fe-Au_wt,AU,110,650.0,1.325663167862904,0.06680880867795591,1.2277581641085318,1.4229422775165588,1.021593597830699,0.010032527740244103,1.0082598115937316,1.037797848034662,1.0211738128562449,0.009845056711974493,1.0080781471153055,1.037047701383497,0.8923322222222221,0.004304864335196232,0.88652,0.898815,0.2,0.0,0.2,0.2,26586.788221626986,44.208220655856266,26535.39807705333,26664.90124137894,36871.58601822424,174.5894425752782,36624.377881903856,37143.87585481122,-5576.356050599411,767.4923892174196,-6696.84743393935,-4454.7934896535,-360.77945648261016,153.30007010973188,-621.2029248477178,-172.3385725683768,-11149.541120924816,1549.124137290231,-13414.242992561036,-8887.62619353169,0.0,0.0,0.0,0.0,46371.697611844385,2336.9721275549014,42946.98058051644,49774.52086752922
omega,Fe-Au_wt,AU,110,675.0,1.360812475816618,0.0657161300895202,1.2645266175269383,1.4565089796985042,1.0182589043466648,0.009184931072760517,1.0057748480810584,1.0328369105346618,1.017892828647546,0.009023383337980879,1.0056401383632314,1.0322039513834966,0.8925055555555557,0.0038495579652445505,0.887715,0.89873,0.2,0.0,0.2,0.2,26623.10650472393,60.04358538504323,26552.74225084693,26728.914001696536,37782.875150962805,181.70275701024383,37514.087677779775,38054.64159328239,-5497.287482091655,758.0126237807004,-6603.800224334645,-4389.421557411982,-324.6233472115729,134.66389514670973,-551.8523999278693,-157.78983332534617,-10982.850422318215,1530.3299326196138,-13218.590138774496,-8747.106178885306,0.0,0.0,0.0,0.0,47601.220404065294,2298.7502305314224,44233.14108109231,50948.68410985368
omega,Fe-Au_wt,AU,110,700.0,1.395873511265367,0.06462274958587463,1.301196875777908,1.489976418384518,1.015076497524281,0.008591553644285875,1.0031678248183338,1.0284682821423874,1.0147547607829468,0.008459721044640016,1.0030187818609717,1.0279239617495444,0.8924172222222223,0.003458932377836314,0.88817,0.897875,0.2,0.0,0.2,0.2,26670.600541327338,80.1566562066794,26575.867815905087,26810.59230124524,38680.652436243574,197.7666289624571,38378.24781660652,38964.99752501758,-5417.328623979914,748.741131555907,-6510.169893979833,-4322.884391901037,-293.19030903133546,119.14038171423495,-492.88874558279184,-144.57028314228822,-10813.07862049712,1512.7697763297326,-13021.939986648817,-8602.010327717988,0.0,0.0,0.0,0.0,48827.65542406254,2260.503780513898,45515.86671471122,52119.37511509044
omega,Fe-Au_wt,AU,111,400.0,0.8630992961252958,0.06741675152950626,0.7380839411486246,0.935880387650323,2.2046111990890256,1.0192254214769563,1.249243836897419,3.602186594805989,1.6257693133053128,0.3219241228122752,1.236859556205762,1.981157414532488,0.8361477777777778,0.004061004425563253,0.82913,0.84088,0.2,0.0,0.2,0.2,64907.99713266972,0.0,64907.99713266973,64907.99713266973,54975.02733066068,27272.08936647613,30507.689622935417,93365.01749345758,-12687.6087807382,1737.3223825027314,-15225.13053688584,-10150.087024590555,-33245.06799057688,31200.885451674167,-79808.85201162731,-5079.36811713493,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,73950.34769201535,5776.267271048089,63239.03207761416,80186.23161387967
omega,Fe-Au_wt,AU,111,425.0,0.8913178460151661,0.052454383448636205,0.7908863433692545,0.9510253950332446,1.9316137651140528,0.9017967216575851,1.2126098769702538,3.496032273870757,1.5403857088026753,0.3137349577401369,1.2033158885009403,1.9792887750610757,0.8385511111111111,0.002554878639213801,0.83333,0.84133,0.2,0.0,0.2,0.2,64907.99713266972,0.0,64907.99713266973,64907.99713266973,49437.97573000598,24640.592673701638,30923.519572227127,93183.49677169124,-12535.665292224556,1716.5166634714942,-15042.798350669467,-10028.532233779642,-25442.194523871734,27435.966386656,-75285.55365381378,-4319.12862466883,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,76368.11304657943,4494.291573879157,67763.14189987772,81483.8558464484
omega,Fe-Au_wt,AU,111,450.0,0.9153508931740978,0.04040605575243595,0.8410716951105003,0.9658156759433204,1.6586173570122722,0.6841533048848464,1.1828163449113192,3.3075232744404746,1.4483700998683007,0.2751471083738131,1.175634576581443,1.974719439954185,0.8399211111111111,0.0018152199897288061,0.83752,0.842715,0.2,0.0,0.2,0.2,64907.99713266972,0.0,64907.99713266973,64907.99713266973,43482.00487312799,18910.890052298753,31451.138796793726,90022.77526967674,-12383.721803710914,1695.7109444402581,-14860.4661644531,-9906.977442968728,-17579.01567493011,20658.564290273676,-68007.28340082572,-3701.0713716710434,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,78427.2645271567,3461.9908568687165,72063.02283706766,82751.08711482369
omega,Fe-Au_wt,AU,111,475.0,0.9353724268799907,0.033483546554579725,0.8814391497366715,0.9803235487193092,1.4051767037827452,0.26075888988078555,1.1581962968299389,1.9876305767963816,1.35232302280732,0.18618455392017322,1.1525295822410535,1.7352913437902415,0.8404088888888889,0.0017840890143462572,0.8369,0.84225,0.2,0.0,0.2,0.2,64907.99713266972,0.0,64907.99713266973,64907.99713266973,37755.05062173704,6483.653678640417,32063.314555037392,52649.8743993348,-12231.778315197273,1674.90522540902,-14678.133978236729,-9785.422652157817,-10288.5599041319,7646.275527730722,-27358.031204329785,-3191.7673812789067,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,80142.7095350776,2868.8702687963887,75521.70634943801,83994.12165427042
omega,Fe-Au_wt,AU,111,500.0,0.9526121202358492,0.03079537661124981,0.9041781302023558,0.9946041489113482,1.3130536463852396,0.1518889140980665,1.1377107603196308,1.5927410537221594,1.287822713405488,0.127956019821084,1.1331411723835867,1.5126862820769529,0.8413166666666667,0.002077233737449868,0.83768,0.84404,0.2,0.0,0.2,0.2,64907.99713266972,0.0,64907.99713266973,64907.99713266973,36653.39403255252,3586.7954404788056,32742.730284599056,43473.71407508708,-12079.83482668363,1654.0995063777843,-14495.801792020357,-9663.867861346902,-7861.749876731072,4578.665102230074,-16415.927219998597,-2769.1760771975787,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,81619.80646180754,2638.5478680518872,77469.98219573784,85217.68347872431
omega,Fe-Au_wt,AU,111,525.0,0.9690468266360257,0.028811403993382105,0.9242273107382216,1.008700188568562,1.2636527988920396,0.11915072631067987,1.1204784276789357,1.4722085223328982,1.2467459132934022,0.10508942633852641,1.116758450176877,1.425202749229883,0.8416733333333334,0.002736406174163537,0.836735,0.84465,0.2,0.0,0.2,0.2,64907.99713266972,0.0,64907.99713266973,64907.99713266973,36635.99887769363,2783.448899062218,33475.406198971315,41680.20148663537,-11927.891338169986,1633.2937873465453,-14313.469605803984,-9542.313070535987,-6588.172566018692,3626.358760866319,-13086.933029450283,-2415.658104550682,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,83027.93210617469,2468.561094152972,79187.79598405083,86425.4321565544
omega,Fe-Au_wt,AU,111,550.0,0.9849570163631611,0.02718692567057647,0.942990698641169,1.0226451458439965,1.226218700860518,0.09825705431599821,1.105880589493828,1.3942288693363465,1.21397971685178,0.08896974014688508,1.102832923125242,1.3629831038707765,0.8420311111111112,0.0028467479008706005,0.83718,0.8461,0.2,0.0,0.2,0.2,64907.99713266972,0.0,64907.99713266973,64907.99713266973,36882.6135324183,2276.6396457526457,34250.97768759431,40922.69768768877,-11775.947849656342,1612.4880683153078,-14131.137419587612,-9420.758279725072,-5623.545653436037,3000.2683519892757,-10904.114341195536,-2117.98044462535,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,84391.11716199566,2329.375791455002,80795.44305957537,87620.23609591361
omega,Fe-Au_wt,AU,111,575.0,1.0004670423689517,0.025812273615830692,0.9608700865805672,1.0364655020042643,1.1960380753995699,0.08284742155041194,1.0934560612300703,1.3359722624390296,1.186792415940279,0.07632308199545351,1.0909078874202514,1.3137793890034362,0.842645,0.003141684460603931,0.837295,0.8458,0.2,0.0,0.2,0.2,64907.99713266972,0.0,64907.99713266973,64907.99713266973,37282.96589117437,1903.458623603949,35060.96323160888,40625.49885952588,-11624.0043611427,1591.6823492840706,-13948.805233371242,-9299.203488914158,-4846.942472529637,2529.2020142079377,-9257.34174060138,-1865.392663639081,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,85720.01619017177,2211.5956034043757,82327.349018223,88804.36421172538
omega,Fe-Au_wt,AU,111,600.0,1.015658208895089,0.02462723437743844,0.978079073409435,1.0501823775724095,1.1711136098936281,0.0707622948329121,1.0829076559778432,1.289762656406242,1.1639047801704105,0.0659764833427737,1.08074257375853,1.273269086286382,0.8427155555555556,0.003185862760348829,0.83786,0.84675,0.2,0.0,0.2,0.2,64907.99713266972,0.0,64907.99713266973,64907.99713266973,37792.51575181971,1610.8490923043348,35901.03741017144,40604.12261742755,-11472.060872629057,1570.8766302528331,-13766.47304715487,-9177.648698103245,-4206.856673729142,2155.056690730987,-7943.83169322202,-1651.759734333855,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,87021.59533813124,2110.061441458911,83801.81500972039,89979.62611040408
omega,Fe-Au_wt,AU,111,625.0,1.0305898878591107,0.023592083203643532,0.9947568622106912,1.063812747454348,1.1501392683991873,0.06093187122716515,1.0737349526375564,1.251727294205806,1.1443953501412711,0.05731729138786132,1.0719024293011497,1.2391096502557493,0.8427211111111111,0.0031378553362306936,0.838495,0.84696,0.2,0.0,0.2,0.2,64907.99713266972,0.0,64907.99713266973,64907.99713266973,38383.557788699436,1373.0590099680433,36763.19175971325,40768.96230158053,-11320.117384115416,1550.0709112215968,-13584.140860938498,-9056.09390729233,-3670.4959454851682,1848.6880640146712,-6862.050619099757,-1467.618783202128,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,88300.94159176858,2021.369688888182,85230.76795421202,91147.47620188852
omega,Fe-Au_wt,AU,111,650.0,1.0453076878666805,0.022678068671359318,1.0110038273571345,1.077370342263109,1.1323175496621323,0.052806024358811814,1.0658247963875565,1.2200284601334457,1.1276656325592722,0.050009947002180165,1.0642461793011495,1.2101502314184096,0.8427522222222222,0.003568291880500339,0.837745,0.84851,0.2,0.0,0.2,0.2,64907.99713266972,0.0,64907.99713266973,64907.99713266973,39039.23846443298,1176.9716164131971,37645.01101936399,41078.32041350202,-11168.173895601773,1529.2651921903591,-13401.808674722128,-8934.539116481415,-3217.0990050837704,1594.4921478631397,-5961.70094349034,-1309.3781104491509,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,89561.96269641718,1943.056923762076,86622.80792795928,92309.09092510316
omega,Fe-Au_wt,AU,111,675.0,1.0598476383852746,0.021863249654353944,1.0268964330788817,1.090866345744704,1.117088560820755,0.04601452820907347,1.0589001522638295,1.193257976998299,1.1132598645442706,0.04380474304805575,1.0575425401425569,1.185361025966308,0.8429838888888889,0.0034379606762019684,0.83769,0.847695,0.2,0.0,0.2,0.2,64907.99713266972,0.0,64907.99713266973,64907.99713266973,39747.66001869675,1013.6763142053882,38542.38679980192,41499.252308248906,-11016.23040708813,1508.459473159122,-13219.476488505758,-8812.9843256705,-2831.6810874280177,1381.6734666990342,-5203.286566214314,-1171.9711033949009,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,90807.74565685034,1873.2432303850394,87984.48638619858,93465.42850340623
omega,Fe-Au_wt,AU,111,700.0,1.0742386458165365,0.021130418873700665,1.0424947788716896,1.1043099304255777,1.1039753126930942,0.040254700400742464,1.0528899848117033,1.170411539703,1.100790784849736,0.03849026366084832,1.051685890409601,1.1640139830895304,0.8433661111111111,0.0032597304123364455,0.838735,0.84805,0.2,0.0,0.2,0.2,64907.99713266972,0.0,64907.99713266973,64907.99713266973,40499.01519328559,876.2020293613459,39453.53169102311,42009.39702550138,-10864.286918574486,1487.6537541278851,-13037.144302289384,-8691.429534859586,-2501.958233819977,1201.7717016537474,-4559.297202155357,-1052.8244499697812,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,92040.76717356086,1810.454289098668,89320.95265372637,94617.27483886348
seed,Fe-1.15Cu_wt,CU,100,400.0,1.9070754164227557,4.5864042921935764e-10,1.9070754160059549,1.9070754169141029,0.9847187607913961,9.339107215399314e-07,0.984717704665544,0.9847194776342844,0.9847198001902037,4.249000423601554e-06,0.9847148962775594,0.984722385320032,0.86657,0.0005106613359165326,0.866015,0.86702,0.20000000000000004,0.0,0.2,0.2,68978.52703486117,0.39226242338039125,68978.11580105459,68978.89707462188,25388.393454181638,0.39227614527416294,25388.02333726051,25388.804655678072,-23.89567510517226,0.00017135273940350728,-23.89585474521702,-23.8955134600008,-0.003963503924958734,0.00020678596755111417,-0.0041115884815793,-0.0037272467908432,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,94343.02085043372,2.268892823884196e-05,94343.0208298146,94343.02087474066
