test_type,alloy,solute,plane,T_C,gamma_Jm2_mean,gamma_Jm2_std,gamma_Jm2_min,gamma_Jm2_max,ads_monolayers_mean,ads_monolayers_std,ads_monolayers_min,ads_monolayers_max,ads_first2_monolayers_mean,ads_first2_monolayers_std,ads_first2_monolayers_min,ads_first2_monolayers_max,acceptance_ratio_mean,acceptance_ratio_std,acceptance_ratio_min,acceptance_ratio_max,delta_final_mean,delta_final_std,delta_final_min,delta_final_max,term1_Jmol_mean,term1_Jmol_std,term1_Jmol_min,term1_Jmol_max,term2_Jmol_mean,term2_Jmol_std,term2_Jmol_min,term2_Jmol_max,term3_Jmol_mean,term3_Jmol_std,term3_Jmol_min,term3_Jmol_max,term4_Jmol_mean,term4_Jmol_std,term4_Jmol_min,term4_Jmol_max,term5_Jmol_mean,term5_Jmol_std,term5_Jmol_min,term5_Jmol_max,Eel_Jmol_mean,Eel_Jmol_std,Eel_Jmol_min,Eel_Jmol_max,total_Jmol_mean,total_Jmol_std,total_Jmol_min,total_Jmol_max
L,Fe-6.207Mo_wt,MO,110,675.0,2.4570585901769797,0.0,2.4570585901769797,2.4570585901769797,-0.0320523558402763,0.0,-0.0320523558402763,-0.0320523558402763,-0.0320359421067626,0.0,-0.0320359421067626,-0.0320359421067626,0.90147,0.0,0.90147,0.90147,0.2,0.0,0.2,0.2,85793.35270805891,0.0,85793.35270805891,85793.35270805891,169.3176691505416,0.0,169.3176691505416,169.3176691505416,-11.272860648431475,0.0,-11.272860648431475,-11.272860648431475,-0.055974774543857894,0.0,-0.0559747745438579,-0.0559747745438579,-3.4320573957439464,0.0,-3.4320573957439464,-3.4320573957439464,0.0,0.0,0.0,0.0,85947.90948439074,0.0,85947.90948439074,85947.90948439074
L,Fe-6.207Mo_wt,MO,110,700.0,2.457110605630258,0.0,2.457110605630258,2.457110605630258,-0.0316509193968742,0.0,-0.0316509193968742,-0.0316509193968742,-0.0316347177198904,0.0,-0.0316347177198904,-0.0316347177198904,0.90384,0.0,0.90384,0.90384,0.2,0.0,0.2,0.2,85800.80573362025,0.0,85800.80573362025,85800.80573362025,166.92152096859272,0.0,166.92152096859272,166.92152096859272,-14.026423838250526,0.0,-14.026423838250524,-14.026423838250524,-0.0705608414768711,0.0,-0.0705608414768711,-0.0705608414768711,-3.901284962690281,0.0,-3.901284962690281,-3.901284962690281,0.0,0.0,0.0,0.0,85949.72898494643,0.0,85949.72898494643,85949.72898494643
L,Fe-6.207Mo_wt,MO,111,400.0,2.732323534599363,0.0,2.732323534599363,2.732323534599363,-0.0351736603115686,0.0,-0.0351736603115686,-0.0351736603115686,-0.0351720815025744,0.0,-0.0351720815025744,-0.0351720815025744,0.8878299999999999,0.0,0.88783,0.88783,0.2,0.0,0.2,0.2,233941.51643833556,0.0,233941.51643833556,233941.51643833556,165.4337094814027,0.0,165.4337094814027,165.4337094814027,-1.4637618307705509,0.0,-1.4637618307705509,-1.4637618307705509,-0.0059415127596945,0.0,-0.0059415127596945,-0.0059415127596945,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,234105.48044447345,0.0,234105.48044447345,234105.48044447345
L,Fe-6.207Mo_wt,MO,111,425.0,2.732389460401069,0.0,2.732389460401069,2.732389460401069,-0.034944672699385,0.0,-0.034944672699385,-0.034944672699385,-0.0349446554747143,0.0,-0.0349446554747143,-0.0349446554747143,0.889475,0.0,0.889475,0.889475,0.2,0.0,0.2,0.2,233946.0685692286,0.0,233946.06856922864,233946.06856922864,167.07142562733978,0.0,167.07142562733978,167.07142562733978,-2.0017478861080606,0.0,-2.0017478861080606,-2.0017478861080606,-0.0092798062839989,0.0,-0.0092798062839989,-0.0092798062839989,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,234111.12896716356,0.0,234111.1289671636,234111.1289671636
L,Fe-6.207Mo_wt,MO,111,450.0,2.73245213533696,0.0,2.73245213533696,2.73245213533696,-0.034704151725049,0.0,-0.034704151725049,-0.034704151725049,-0.0347027450790592,0.0,-0.0347027450790592,-0.0347027450790592,0.889865,0.0,0.889865,0.889865,0.2,0.0,0.2,0.2,233950.9458523285,0.0,233950.94585232853,233950.94585232853,168.26323916077408,0.0,168.26323916077408,168.26323916077408,-2.696156749101124,0.0,-2.696156749101124,-2.696156749101124,-0.0139790694595588,0.0,-0.0139790694595588,-0.0139790694595588,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,234116.4989556708,0.0,234116.49895567077,234116.49895567077
L,Fe-6.207Mo_wt,MO,111,475.0,2.7325112095346347,0.0,2.7325112095346347,2.7325112095346347,-0.0344119415615686,0.0,-0.0344119415615686,-0.0344119415615686,-0.0344103627525744,0.0,-0.0344103627525744,-0.0344103627525744,0.890095,0.0,0.890095,0.890095,0.2,0.0,0.2,0.2,233956.47343984168,0.0,233956.47343984168,233956.47343984168,168.70365093066135,0.0,168.70365093066135,168.70365093066135,-3.5972190702113016,0.0,-3.5972190702113016,-3.5972190702113016,-0.0194387746558292,0.0,-0.0194387746558292,-0.0194387746558292,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,234121.5604329275,0.0,234121.56043292748,234121.56043292748
L,Fe-6.207Mo_wt,MO,111,500.0,2.7325662786726306,0.0,2.7325662786726306,2.7325662786726306,-0.034138342610681,0.0,-0.034138342610681,-0.034138342610681,-0.0341309655004998,0.0,-0.0341309655004998,-0.0341309655004998,0.89143,0.0,0.89143,0.89143,0.2,0.0,0.2,0.2,233962.32617956144,0.0,233962.32617956144,233962.32617956144,168.71788847575343,0.0,168.71788847575343,168.71788847575343,-4.736669682232902,0.0,-4.736669682232902,-4.736669682232902,-0.0286416839869174,0.0,-0.0286416839869174,-0.0286416839869174,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,234126.27875667097,0.0,234126.27875667097,234126.27875667097
L,Fe-6.207Mo_wt,MO,111,525.0,2.7326168596202347,0.0,2.7326168596202347,2.7326168596202347,-0.0338260040615686,0.0,-0.0338260040615686,-0.0338260040615686,-0.0338048940025744,0.0,-0.0338048940025744,-0.0338048940025744,0.8922950000000001,0.0,0.892295,0.892295,0.2,0.0,0.2,0.2,233968.504071488,0.0,233968.504071488,233968.504071488,168.3101222487906,0.0,168.3101222487906,168.3101222487906,-6.163577538513855,0.0,-6.163577538513855,-6.163577538513855,-0.0380839365628786,0.0,-0.0380839365628786,-0.0380839365628786,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,234130.6125322617,0.0,234130.6125322617,234130.6125322617
L,Fe-6.207Mo_wt,MO,111,550.0,2.7326623711665894,0.0,2.7326623711665894,2.7326623711665894,-0.0334686303658596,0.0,-0.0334686303658596,-0.0334686303658596,-0.033463173804058,0.0,-0.033463173804058,-0.033463173804058,0.8934149999999998,0.0,0.893415,0.893415,0.2,0.0,0.2,0.2,233975.33226782773,0.0,233975.3322678277,233975.3322678277,167.19529305688653,0.0,167.19529305688653,167.19529305688653,-7.963665168020173,0.0,-7.963665168020173,-7.963665168020173,-0.051934163159859305,0.0,-0.0519341631598593,-0.0519341631598593,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,234134.5119615534,0.0,234134.5119615534,234134.5119615534
L,Fe-6.207Mo_wt,MO,111,575.0,2.7327020910775786,0.0,2.7327020910775786,2.7327020910775786,-0.0331228790615686,0.0,-0.0331228790615686,-0.0331228790615686,-0.0331017690025744,0.0,-0.0331017690025744,-0.0331017690025744,0.89462,0.0,0.89462,0.89462,0.2,0.0,0.2,0.2,233982.81076858082,0.0,233982.8107685808,233982.8107685808,165.3980901239634,0.0,165.3980901239634,165.3980901239634,-10.222397364105902,0.0,-10.222397364105902,-10.222397364105902,-0.0712978137260834,0.0,-0.0712978137260834,-0.0712978137260834,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,234137.91516352686,0.0,234137.9151635269,234137.9151635269
L,Fe-6.207Mo_wt,MO,111,600.0,2.7327350940909394,0.0,2.7327350940909394,2.7327350940909394,-0.0327124319177592,0.0,-0.0327124319177592,-0.0327124319177592,-0.0326852777522104,0.0,-0.0326852777522104,-0.0326852777522104,0.895395,0.0,0.895395,0.895395,0.2,0.0,0.2,0.2,233991.01529373607,0.0,233991.01529373607,233991.01529373607,162.87577302522513,0.0,162.87577302522513,162.87577302522513,-13.054761290447985,0.0,-13.054761290447985,-13.054761290447985,-0.0934437591719048,0.0,-0.0934437591719048,-0.0934437591719048,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,234140.7428617117,0.0,234140.74286171168,234140.74286171168
L,Fe-6.207Mo_wt,MO,111,625.0,2.7327601471719456,0.0,2.7327601471719456,2.7327601471719456,-0.032243811360681,0.0,-0.032243811360681,-0.032243811360681,-0.0322169030004998,0.0,-0.0322169030004998,-0.0322169030004998,0.8976599999999999,0.0,0.89766,0.89766,0.2,0.0,0.2,0.2,234000.0438355336,0.0,234000.0438355336,234000.0438355336,159.57929800149705,0.0,159.57929800149705,159.57929800149705,-16.613954722197313,0.0,-16.613954722197313,-16.613954722197313,-0.1197691206013469,0.0,-0.1197691206013469,-0.1197691206013469,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,234142.88940969232,0.0,234142.88940969232,234142.88940969232
L,Fe-6.207Mo_wt,MO,111,650.0,2.7327755253650245,0.0,2.7327755253650245,2.7327755253650245,-0.0317016397233908,0.0,-0.0317016397233908,-0.0317016397233908,-0.031677690314248,0.0,-0.031677690314248,-0.031677690314248,0.897915,0.0,0.897915,0.897915,0.2,0.0,0.2,0.2,234010.44870614656,0.0,234010.44870614656,234010.44870614656,155.09303664290442,0.0,155.09303664290442,155.09303664290442,-21.181523816253726,0.0,-21.181523816253726,-21.181523816253726,-0.1532056979108656,0.0,-0.1532056979108656,-0.1532056979108656,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,234144.2070132753,0.0,234144.2070132753,234144.2070132753
L,Fe-6.207Mo_wt,MO,111,675.0,2.732779532504152,0.0,2.732779532504152,2.732779532504152,-0.03112559246913,0.0,-0.03112559246913,-0.03112559246913,-0.0310919624396787,0.0,-0.0310919624396787,-0.0310919624396787,0.8994199999999999,0.0,0.89942,0.89942,0.2,0.0,0.2,0.2,234021.82903337953,0.0,234021.82903337956,234021.82903337956,149.8332800887719,0.0,149.8332800887719,149.8332800887719,-26.91661477736896,0.0,-26.91661477736896,-26.91661477736896,-0.1953537351844253,0.0,-0.1953537351844253,-0.1953537351844253,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,234144.55034495573,0.0,234144.55034495573,234144.55034495573
L,Fe-6.207Mo_wt,MO,111,700.0,2.732767727745116,0.0,2.732767727745116,2.732767727745116,-0.030431684071329602,0.0,-0.0304316840713296,-0.0304316840713296,-0.030397314985907996,0.0,-0.030397314985908,-0.030397314985908,0.9014849999999999,0.0,0.901485,0.901485,0.2,0.0,0.2,0.2,234035.16027385238,0.0,234035.1602738524,234035.1602738524,143.10686496334392,0.0,143.10686496334392,143.10686496334392,-34.48044598212982,0.0,-34.48044598212982,-34.48044598212982,-0.2477796320745706,0.0,-0.2477796320745706,-0.2477796320745706,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,234143.5389132016,0.0,234143.53891320157,234143.53891320157
L,Fe-Au_wt,AU,100,400.0,0.9757512471575313,0.0,0.9757512471575313,0.9757512471575313,1.6127412800728802,0.0,1.6127412800728802,1.6127412800728802,1.5261572186541006,0.0,1.5261572186541006,1.5261572186541006,0.860455,0.0,0.860455,0.860455,0.2,0.0,0.2,0.2,37476.641201589606,0.0,37476.641201589606,37476.641201589606,38307.360634664,0.0,38307.360634664,38307.360634664,-12687.608780738195,0.0,-12687.608780738195,-12687.608780738195,-14825.978858632332,0.0,-14825.978858632334,-14825.978858632334,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48270.41419688307,0.0,48270.41419688307,48270.41419688307
L,Fe-Au_wt,AU,100,425.0,1.0094515394944,0.0,1.0094515394944,1.0094515394944,1.4748388560804389,0.0,1.4748388560804389,1.4748388560804389,1.4272618953976497,0.0,1.4272618953976497,1.4272618953976497,0.86387,0.0,0.86387,0.86387,0.2,0.0,0.2,0.2,37476.641201589606,0.0,37476.641201589606,37476.641201589606,36518.64912236751,0.0,36518.64912236751,36518.64912236751,-12535.665292224554,0.0,-12535.665292224554,-12535.665292224554,-11522.057372944588,0.0,-11522.057372944588,-11522.057372944588,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,49937.56765878797,0.0,49937.56765878797,49937.56765878797
L,Fe-Au_wt,AU,100,450.0,1.04079833239355,0.0,1.04079833239355,1.04079833239355,1.3905504685667505,0.0,1.3905504685667505,1.3905504685667505,1.3599142904356405,0.0,1.3599142904356405,1.3599142904356405,0.8659549999999999,0.0,0.865955,0.865955,0.2,0.0,0.2,0.2,37476.641201589606,0.0,37476.641201589606,37476.641201589606,35866.68605911962,0.0,35866.68605911962,35866.68605911962,-12383.72180371091,0.0,-12383.72180371091,-12383.72180371091,-9471.311953489385,0.0,-9471.311953489385,-9471.311953489385,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,51488.293503508925,0.0,51488.293503508925,51488.293503508925
L,Fe-Au_wt,AU,100,475.0,1.070591874215735,0.0,1.070591874215735,1.070591874215735,1.3289998338917504,0.0,1.3289998338917504,1.3289998338917504,1.3076665911782095,0.0,1.3076665911782095,1.3076665911782095,0.8668549999999999,0.0,0.866855,0.866855,0.2,0.0,0.2,0.2,37476.641201589606,0.0,37476.641201589606,37476.641201589606,35674.13731028388,0.0,35674.13731028388,35674.13731028388,-12231.778315197267,0.0,-12231.778315197267,-12231.778315197267,-7956.820179223798,0.0,-7956.820179223797,-7956.820179223797,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,52962.18001745241,0.0,52962.18001745241,52962.18001745241
L,Fe-Au_wt,AU,100,500.0,1.099234308285438,0.0,1.099234308285438,1.099234308285438,1.2808912254716989,0.0,1.2808912254716989,1.2808912254716989,1.2653734763371292,0.0,1.2653734763371292,1.2653734763371292,0.8693500000000001,0.0,0.86935,0.86935,0.2,0.0,0.2,0.2,37476.641201589606,0.0,37476.641201589606,37476.641201589606,35751.0569738713,0.0,35751.0569738713,35751.0569738713,-12079.834826683626,0.0,-12079.834826683626,-12079.834826683626,-6768.742117896678,0.0,-6768.742117896678,-6768.742117896678,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,54379.12123088061,0.0,54379.12123088061,54379.12123088061
L,Fe-Au_wt,AU,100,525.0,1.1269798218663003,0.0,1.1269798218663003,1.1269798218663003,1.241828902284978,0.0,1.241828902284978,1.241828902284978,1.2301238636618033,0.0,1.2301238636618033,1.2301238636618033,0.87001,0.0,0.87001,0.87001,0.2,0.0,0.2,0.2,37480.00832498016,0.0,37480.00832498016,37480.00832498016,36001.275430678914,0.0,36001.275430678914,36001.275430678914,-11927.425437615828,0.0,-11927.425437615828,-11927.425437615828,-5802.1665303173495,0.0,-5802.1665303173495,-5802.1665303173495,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,55751.69178772588,0.0,55751.69178772589,55751.69178772589
L,Fe-Au_wt,AU,100,550.0,1.1540090048523626,0.0,1.1540090048523626,1.1540090048523626,1.2097942678927651,0.0,1.2097942678927651,1.2097942678927651,1.200706416769591,0.0,1.200706416769591,1.200706416769591,0.8706700000000002,0.0,0.87067,0.87067,0.2,0.0,0.2,0.2,37480.00832498017,0.0,37480.00832498017,37480.00832498017,36393.193382721314,0.0,36393.193382721314,36393.193382721314,-11775.48788397814,0.0,-11775.48788397814,-11775.48788397814,-5008.88835367698,0.0,-5008.88835367698,-5008.88835367698,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,57088.82547004637,0.0,57088.82547004637,57088.82547004637
L,Fe-Au_wt,AU,100,575.0,1.1804593127637415,0.0,1.1804593127637415,1.1804593127637415,1.1828707175991793,0.0,1.1828707175991793,1.1828707175991793,1.1756927436159588,0.0,1.1756927436159588,1.1756927436159588,0.872405,0.0,0.872405,0.872405,0.2,0.0,0.2,0.2,37483.37544837072,0.0,37483.37544837072,37483.37544837072,36882.49292591059,0.0,36882.49292591059,36882.49292591059,-11623.09629953821,0.0,-11623.09629953821,-11623.09629953821,-4345.449872320799,0.0,-4345.449872320799,-4345.449872320799,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,58397.32220242229,0.0,58397.3222024223,58397.3222024223
L,Fe-Au_wt,AU,100,600.0,1.2064331800309158,0.0,1.2064331800309158,1.2064331800309158,1.1602066689027692,0.0,1.1602066689027692,1.1602066689027692,1.1544240960085703,0.0,1.1544240960085703,1.1544240960085703,0.87354,0.0,0.87354,0.87354,0.2,0.0,0.2,0.2,37486.742571761286,0.0,37486.742571761286,37486.742571761286,37454.94548872638,0.0,37454.94548872638,37454.94548872638,-11470.716584850192,0.0,-11470.716584850192,-11470.716584850192,-3788.7220595080644,0.0,-3788.722059508065,-3788.722059508065,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,59682.24941612941,0.0,59682.24941612941,59682.24941612941
L,Fe-Au_wt,AU,100,625.0,1.2320127874979607,0.0,1.2320127874979607,1.2320127874979607,1.1409378608150742,0.0,1.1409378608150742,1.1409378608150742,1.1362281155666232,0.0,1.1362281155666232,1.1362281155666232,0.8736349999999999,0.0,0.873635,0.873635,0.2,0.0,0.2,0.2,37490.10969515187,0.0,37490.10969515187,37490.10969515187,38094.0665734487,0.0,38094.0665734487,38094.0665734487,-11318.348739914078,0.0,-11318.348739914078,-11318.348739914078,-3318.154931162366,0.0,-3318.154931162366,-3318.154931162366,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,60947.67259752411,0.0,60947.67259752412,60947.67259752412
L,Fe-Au_wt,AU,100,650.0,1.2572630719866065,0.0,1.2572630719866065,1.2572630719866065,1.1244384928208562,0.0,1.1244384928208562,1.1244384928208562,1.1205182497125006,0.0,1.1205182497125006,1.1205182497125006,0.87463,0.0,0.87463,0.87463,0.2,0.0,0.2,0.2,37496.84394193298,0.0,37496.84394193298,37496.84394193298,38782.849801755125,0.0,38782.849801755125,38782.849801755125,-11165.556538555502,0.0,-11165.556538555502,-11165.556538555502,-2917.33303395519,0.0,-2917.33303395519,-2917.33303395519,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,62196.80417117742,0.0,62196.80417117742,62196.80417117742
L,Fe-Au_wt,AU,100,675.0,1.2822350464775554,0.0,1.2822350464775554,1.2822350464775554,1.110186037398465,0.0,1.110186037398465,1.110186037398465,1.1069260774638303,0.0,1.1069260774638303,1.1069260774638303,0.8753949999999999,0.0,0.875395,0.875395,0.2,0.0,0.2,0.2,37508.62887379998,0.0,37508.62887379998,37508.62887379998,39511.3996880084,0.0,39511.3996880084,39511.3996880084,-11012.14263975311,0.0,-11012.14263975311,-11012.14263975311,-2575.718172810586,0.0,-2575.718172810586,-2575.718172810586,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,63432.167749244676,0.0,63432.16774924467,63432.16774924467
L,Fe-Au_wt,AU,100,700.0,1.306969946070277,0.0,1.306969946070277,1.306969946070277,1.0978189460172283,0.0,1.0978189460172283,1.0978189460172283,1.0950705627278234,0.0,1.0950705627278234,1.0950705627278234,0.87669,0.0,0.87669,0.87669,0.2,0.0,0.2,0.2,37523.78092905752,0.0,37523.78092905752,37523.78092905752,40272.361860789344,0.0,40272.361860789344,40272.361860789344,-10858.34592865994,0.0,-10858.34592865994,-10858.34592865994,-2281.9936290903265,0.0,-2281.9936290903265,-2281.9936290903265,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,64655.8032320966,0.0,64655.8032320966,64655.8032320966
L,Fe-Au_wt,AU,110,400.0,0.9688878694062308,0.0,0.9688878694062308,0.9688878694062308,1.10965126641267,0.0,1.10965126641267,1.10965126641267,1.1069913807874217,0.0,1.1069913807874217,1.1069913807874217,0.89388,0.0,0.89388,0.89388,0.2,0.0,0.2,0.2,26499.55345121321,0.0,26499.55345121321,26499.55345121321,28074.179692209007,0.0,28074.179692209003,28074.179692209003,-6343.804390369098,0.0,-6343.804390369098,-6343.804390369098,-1479.0273784038309,0.0,-1479.0273784038309,-1479.0273784038309,-12859.203702819328,0.0,-12859.203702819328,-12859.203702819328,0.0,0.0,0.0,0.0,33891.69767182996,0.0,33891.69767182996,33891.69767182996
L,Fe-Au_wt,AU,110,425.0,1.0054955113450077,0.0,1.0054955113450077,1.0054955113450077,1.0852688452726575,0.0,1.0852688452726575,1.0852688452726575,1.083313146957375,0.0,1.083313146957375,1.083313146957375,0.89537,0.0,0.89537,0.89537,0.2,0.0,0.2,0.2,26500.70972946612,0.0,26500.70972946612,26500.70972946612,28742.119739553273,0.0,28742.119739553276,28742.119739553276,-6267.710236097782,0.0,-6267.710236097782,-6267.710236097782,-1160.6217177152691,0.0,-1160.6217177152691,-1160.6217177152691,-12642.264528357968,0.0,-12642.264528357968,-12642.264528357968,0.0,0.0,0.0,0.0,35172.232986848365,0.0,35172.232986848365,35172.232986848365
L,Fe-Au_wt,AU,110,450.0,1.0417076023447176,0.0,1.0417076023447176,1.0417076023447176,1.0693409380656311,0.0,1.0693409380656311,1.0693409380656311,1.067824380582054,0.0,1.067824380582054,1.067824380582054,0.89621,0.0,0.89621,0.89621,0.2,0.0,0.2,0.2,26501.866007719025,0.0,26501.86600771903,26501.86600771903,29537.107237791926,0.0,29537.107237791926,29537.107237791926,-6191.619049264445,0.0,-6191.619049264445,-6191.619049264445,-952.5873960385845,0.0,-952.5873960385844,-952.5873960385844,-12455.8348701897,0.0,-12455.8348701897,-12455.8348701897,0.0,0.0,0.0,0.0,36438.93193001823,0.0,36438.93193001823,36438.93193001823
L,Fe-Au_wt,AU,110,475.0,1.0776622694345812,0.0,1.0776622694345812,1.0776622694345812,1.057837031815631,0.0,1.057837031815631,1.057837031815631,1.056632974332054,0.0,1.056632974332054,1.056632974332054,0.8960000000000001,0.0,0.896,0.896,0.2,0.0,0.2,0.2,26503.022285971936,0.0,26503.022285971936,26503.022285971936,30394.66494125608,0.0,30394.66494125608,30394.66494125608,-6115.530829869086,0.0,-6115.530829869086,-6115.530829869086,-802.6317097038005,0.0,-802.6317097038005,-802.6317097038005,-12282.898502833476,0.0,-12282.898502833476,-12282.898502833476,0.0,0.0,0.0,0.0,37696.62618482165,0.0,37696.62618482165,37696.62618482165
L,Fe-Au_wt,AU,110,500.0,1.1134351463194978,0.0,1.1134351463194978,1.1134351463194978,1.049065835273294,0.0,1.049065835273294,1.049065835273294,1.048097963629984,0.0,1.048097963629984,1.048097963629984,0.895295,0.0,0.895295,0.895295,0.2,0.0,0.2,0.2,26504.17856422484,0.0,26504.17856422484,26504.17856422484,31289.009191033176,0.0,31289.009191033176,31289.009191033176,-6039.445577911703,0.0,-6039.445577911703,-6039.445577911703,-688.6491348452707,0.0,-688.6491348452707,-688.6491348452707,-12117.131624245005,0.0,-12117.131624245005,-12117.131624245005,0.0,0.0,0.0,0.0,38947.96141825603,0.0,38947.96141825603,38947.96141825603
L,Fe-Au_wt,AU,110,525.0,1.149070205034629,0.0,1.149070205034629,1.149070205034629,1.0420968758733322,0.0,1.0420968758733322,1.0420968758733322,1.041266682853769,0.0,1.041266682853769,1.041266682853769,0.8945299999999999,0.0,0.89453,0.89453,0.2,0.0,0.2,0.2,26508.803677236476,0.0,26508.803677236472,26508.803677236472,32201.377006998177,0.0,32201.377006998173,32201.377006998173,-5963.013867976683,0.0,-5963.013867976683,-5963.013867976683,-598.5539788665106,0.0,-598.5539788665106,-598.5539788665106,-11954.137065280122,0.0,-11954.137065280122,-11954.137065280122,0.0,0.0,0.0,0.0,40194.47577211133,0.0,40194.47577211133,40194.47577211133
L,Fe-Au_wt,AU,110,550.0,1.1845969052360736,0.0,1.1845969052360736,1.1845969052360736,1.0363824384447102,0.0,1.0363824384447102,1.0363824384447102,1.035680031285181,0.0,1.035680031285181,1.035680031285181,0.8931000000000001,0.0,0.8931,0.8931,0.2,0.0,0.2,0.2,26515.741346753908,0.0,26515.741346753905,26515.741346753905,33126.550228009415,0.0,33126.550228009415,33126.550228009415,-5886.364044954476,0.0,-5886.364044954476,-5886.364044954476,-525.8090674528721,0.0,-525.8090674528721,-525.8090674528721,-11792.918717198118,0.0,-11792.918717198118,-11792.918717198118,0.0,0.0,0.0,0.0,41437.19974515786,0.0,41437.19974515786,41437.19974515786
L,Fe-Au_wt,AU,110,575.0,1.2200328501032978,0.0,1.2200328501032978,1.2200328501032978,1.0316065630656313,0.0,1.0316065630656313,1.0316065630656313,1.031027505582054,0.0,1.031027505582054,1.031027505582054,0.8927349999999998,0.0,0.892735,0.892735,0.2,0.0,0.2,0.2,26522.67901627135,0.0,26522.679016271348,26522.679016271348,34063.04209609406,0.0,34063.04209609406,34063.04209609406,-5809.732026560133,0.0,-5809.732026560133,-5809.732026560133,-465.7339253183678,0.0,-465.73392531836777,-465.73392531836777,-11633.506063873558,0.0,-11633.506063873558,-11633.506063873558,0.0,0.0,0.0,0.0,42676.74909661336,0.0,42676.74909661336,42676.74909661336
L,Fe-Au_wt,AU,110,600.0,1.2553896391881083,0.0,1.2553896391881083,1.2553896391881083,1.027485348034662,0.0,1.027485348034662,1.027485348034662,1.0269695763834967,0.0,1.0269695763834967,1.0269695763834967,0.89247,0.0,0.89247,0.89247,0.2,0.0,0.2,0.2,26536.55435530624,0.0,26536.55435530624,26536.55435530624,34997.33938211013,0.0,34997.33938211013,34997.33938211013,-5732.445668904222,0.0,-5732.445668904222,-5732.445668904222,-415.2741322522721,0.0,-415.2741322522721,-415.2741322522721,-11472.644357459834,0.0,-11472.644357459834,-11472.644357459834,0.0,0.0,0.0,0.0,43913.52957880004,0.0,43913.52957880004,43913.52957880004
L,Fe-Au_wt,AU,110,625.0,1.290672874721079,0.0,1.290672874721079,1.290672874721079,1.0238836315791335,0.0,1.0238836315791335,1.0238836315791335,1.0234176124182148,0.0,1.0234176124182148,1.0234176124182148,0.892085,0.0,0.892085,0.892085,0.2,0.0,0.2,0.2,26552.74225084695,0.0,26552.74225084695,26552.74225084695,35934.07278975042,0.0,35934.07278975042,35934.07278975042,-5654.973839978875,0.0,-5654.973839978875,-5654.973839978875,-372.2351881090413,0.0,-372.2351881090413,-372.2351881090413,-11311.868854766106,0.0,-11311.868854766106,-11311.868854766106,0.0,0.0,0.0,0.0,45147.737157743344,0.0,45147.737157743344,45147.737157743344
L,Fe-Au_wt,AU,110,650.0,1.3258840913418983,0.0,1.3258840913418983,1.3258840913418983,1.0205960062247703,0.0,1.0205960062247703,1.0205960062247703,1.0202069220620815,0.0,1.0202069220620815,1.0202069220620815,0.892,0.0,0.892,0.892,0.2,0.0,0.2,0.2,26577.024094157998,0.0,26577.024094157998,26577.024094157998,36863.5522214789,0.0,36863.5522214789,36863.5522214789,-5576.780159380055,0.0,-5576.780159380055,-5576.780159380055,-335.5491753219398,0.0,-335.5491753219398,-335.5491753219398,-11148.821465795289,0.0,-11148.821465795289,-11148.821465795289,0.0,0.0,0.0,0.0,46379.42551513961,0.0,46379.42551513961,46379.42551513961
