alloy,solute,plane,T_C,T_K,xB_bulk,L,seed,A_scale,omega_scale,omega_Jmol,omega_source,include_elastic,step,delta,accepted_total,proposed_total,acc_total,ads_total,ads_first2,term1_Jmol,term2_Jmol,term3_Jmol,term4_Jmol,term5_Jmol,Eel_Jmol,total_Jmol,yB_L1,yB_L2,yB_L3,yB_L4
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,1,0.0,1.0,2993.5207500000006,L0_literature,False,0,1.5,0,0,0.0,1.5750759655517317,1.3833839770344878,32419.698106038613,42142.65191461614,-5299.217856740004,-6378.488905549227,-12855.632142370865,0.0,50029.01111599465,0.9,0.5,0.2,0.008308011482756068
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,1,0.0,1.0,2993.5207500000006,L0_literature,False,1000,1.5,703,1000,0.703,1.2738966831390273,1.2905127061025392,26499.553451213214,38786.68468350635,-5887.97392482817,-3519.4767028098727,-12846.812452357988,0.0,43031.97505472353,0.999999999999,0.3071287290690513,1e-12,1e-12
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,1,0.0,1.0,2993.5207500000006,L0_literature,False,2000,0.2,1384,2000,0.692,1.9667679540689758,0.9833839770344879,26499.553451213214,65683.86214433509,-5887.97392482817,295.96299378132045,-23553.548674862453,0.0,63037.85598963899,0.999999999999,1e-12,0.999999999999,1e-12
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,1,0.0,1.0,2993.5207500000006,L0_literature,False,3000,0.2,2284,3000,0.7613333333333333,3.1097194750031028,1.6594378110613222,26499.553451213214,92582.95093068939,-5887.97392482817,-21178.75787598327,-30778.216256102456,0.0,61237.556324988705,0.999999999999,0.6760538340278344,0.9448806836377057,0.5220170032695866
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,1,0.0,1.0,2993.5207500000006,L0_literature,False,4000,0.2,3178,4000,0.7945,3.1501147105506258,1.9230311311592558,26499.553451213214,98942.97297708057,-5887.97392482817,-16517.793018439857,-34567.35798762506,0.0,68469.4014974007,0.999999999999,0.9396471541257678,0.24559497956934018,0.9981046227875414
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,1,0.0,1.0,2993.5207500000006,L0_literature,False,5000,0.2,4067,5000,0.8134,1.3936355393641395,0.9626634399776931,27726.23921824443,39526.69490965001,-5765.980505564613,-260.6764468672337,-12733.038136223211,0.0,48493.23903923937,0.9792794629422052,1e-12,0.34139528414591136,0.10619283820604714
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,1,0.0,1.0,2993.5207500000006,L0_literature,False,6000,0.2,4969,6000,0.8281666666666667,1.616598150286057,1.1621584979131403,33843.71116471292,42728.71589996225,-5157.600315579431,-4645.716969245996,-12617.60365121597,0.0,54151.506128633766,0.875946313110789,0.30282820776786357,0.4710556753374287,1e-12
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,1,0.0,1.0,2993.5207500000006,L0_literature,False,7000,0.2,5862,7000,0.8374285714285714,1.7083528368293168,1.2890116550976929,28628.60388688228,44722.60149309186,-5676.240692559221,-4916.0833587258785,-13395.352546317008,0.0,49363.52878237203,0.9640371889566646,0.34159048910654044,0.1619585277693599,0.2739986769277762
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,1,0.0,1.0,2993.5207500000006,L0_literature,False,8000,0.2,6772,8000,0.8465,2.573896760423578,1.163436367819511,45338.658843811136,68374.7285596483,-4014.4322693546133,-14239.656065149135,-20247.220174742695,0.0,75212.07889421299,0.6817796440647217,0.4982727467203014,0.7495352341889937,0.6775411813805854
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,1,0.0,1.0,2993.5207500000006,L0_literature,False,9000,0.2,7666,9000,0.8517777777777777,1.950673163472808,1.0518668107130935,26499.553451213214,55387.431592989866,-5887.97392482817,-2721.273858861595,-17810.38533020889,0.0,55467.35193030444,0.999999999999,0.06848283367960573,0.2381539348598213,0.6772684408654053
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,1,0.0,1.0,2993.5207500000006,L0_literature,False,10000,0.2,8547,10000,0.8547,2.316980503887795,1.8698278335334655,29682.74306233345,66752.1871546009,-5571.406964273466,-13483.63461996255,-22130.616851407016,0.0,55249.27178129132,0.9462312190538613,0.9402126374451163,0.2251459697144061,0.23862272360543557
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,1,0.0,1.0,2993.5207500000006,L0_literature,False,11000,0.2,9445,11000,0.8586363636363636,2.5579850976112386,1.2786917292684905,34677.277058916836,72125.54094156384,-5074.702513755639,-9726.586678573054,-23041.40442038809,0.0,68960.12438776389,0.8618661521891101,0.4334416000448925,0.3343648721776542,0.9615445191306059
