alloy,solute,plane,T_C,T_K,xB_bulk,L,seed,A_scale,omega_scale,omega_Jmol,omega_source,include_elastic,step,delta,accepted_total,proposed_total,acc_total,ads_total,ads_first2,term1_Jmol,term2_Jmol,term3_Jmol,term4_Jmol,term5_Jmol,Eel_Jmol,total_Jmol,yB_L1,yB_L2,yB_L3,yB_L4
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,0,1.5,0,0,0.0,1.5750759655517317,1.3833839770344878,32419.698106038613,42142.65191461614,-5299.217856740004,-6378.488905549227,-12855.632142370865,0.0,50029.01111599465,0.9,0.5,0.2,0.008308011482756068
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,1000,1.5,669,1000,0.669,2.0613803012691534,1.983383977032488,26499.553451213214,66637.68656696868,-5887.97392482817,-11668.707892379307,-23641.910406264094,0.0,51938.64779471033,0.999999999999,0.999999999999,1e-12,0.09461234720117764
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,2000,0.2,1321,2000,0.6605,1.5210048612730565,0.9833839770344879,26499.553451213214,46391.71551362977,-5887.97392482817,207.2732386363506,-15346.336875252115,0.0,51864.23140339905,0.999999999999,1e-12,0.5542369072030805,1e-12
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,3000,0.2,2220,3000,0.74,1.186330458800358,0.9491772709847509,31447.950706214833,32305.012514315982,-5395.857755197353,-604.1471659975138,-10467.28759955152,0.0,47285.67069978443,0.916414250942703,0.04937904300756007,0.22612509322810398,0.027644117553015227
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,4000,0.2,3112,4000,0.778,2.520005548802666,1.9353436488430384,26499.553451213214,74505.09684047164,-5887.97392482817,-16631.68900797825,-24775.984336677277,0.0,53709.00302220116,0.999999999999,0.9519596718095507,0.410838664649288,0.1904392582758514
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,5000,0.2,4018,5000,0.8036,1.9501904145926146,1.4015148205151582,26499.553451213214,53135.19377044818,-5887.97392482817,-7581.212123788291,-16131.71094310957,0.0,50033.85022993536,0.999999999999,0.4181308434816702,0.43312619561251914,0.1321654214304492
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,6000,0.2,4913,6000,0.8188333333333333,1.7992922064790555,1.591028026497656,32755.089860060514,50145.761634155526,-5265.863278113927,-9286.313114573046,-15914.067958967842,0.0,52434.607142561224,0.8943347371800252,0.7133093122831429,0.22488020294591166,1e-12
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,7000,0.2,5810,7000,0.83,1.731560898236107,1.748176921199619,26499.553451213214,54252.90010687626,-5887.97392482817,-8908.528378568022,-18630.002758318566,0.0,47325.948496374716,0.999999999999,0.7647929441661311,1e-12,1e-12
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,8000,0.2,6705,8000,0.838125,1.6912020210094083,0.7078180439749204,47295.981464342774,50393.55178490118,-3819.777301066812,-411.54946751572857,-16742.04705523696,0.0,76716.15942542444,0.6487175698311691,0.07571649710926344,1e-12,0.999999999999
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,9000,0.2,7609,9000,0.8454444444444444,1.9998085577250704,1.204815370062379,30468.77341837644,56870.81568670851,-5493.2365531088335,-5827.368483524531,-18563.68785209055,0.0,57455.296216361035,0.932954003683888,0.2884773893440029,0.7936513023824976,0.017957908245705992
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,10000,0.2,8506,10000,0.8506,1.983819581823597,1.7536674443354263,30979.552472566236,56360.21303224579,-5442.439776148077,-10392.884592550057,-18768.83898495703,0.0,52735.60215115686,0.9243261899400403,0.8459572773608982,0.11278625607107204,0.13398190438261087
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,11000,0.2,9385,11000,0.8531818181818182,1.1663052968843357,0.8950358951002193,32594.063405415633,31056.451470153053,-5281.877295983848,-297.47890564309813,-9899.03414066889,0.0,48172.12453327285,0.8970547121811769,0.014597205884554482,0.14471461882736944,0.14317080592225917
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,12000,0.2,10286,12000,0.8571666666666666,1.1414123989606686,1.0673359475702198,30368.655885861685,31621.13544169711,-5503.193202519761,-1626.8533645921711,-10547.790223698645,0.0,44311.95453674822,0.9346451368968604,0.14930683363887157,0.03639604313502799,0.05429643122093289
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,13000,0.2,11184,13000,0.8603076923076923,1.280460499262674,0.9837814192662518,26499.553451213214,38943.7612880035,-5887.97392482817,123.48827861938537,-12891.318427656783,0.0,46787.51066535115,0.999999999999,0.00039744223276399473,1e-12,0.3132951029609342
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,14000,0.2,12089,14000,0.8635,1.854794661169445,1.871410684132957,26499.553451213214,59619.69370237816,-5887.97392482817,-10359.620892989355,-21044.40333077371,0.0,48827.24900500012,0.999999999999,0.8880267070994691,1e-12,1e-12
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,15000,0.2,12987,15000,0.8658,0.7987044572201245,0.599356686980472,49234.52453664422,19327.19278972487,-3626.9899514980025,80.28226136800824,-4939.493106119217,0.0,60075.51653011988,0.6159727099449841,1e-12,1e-12,0.21596379320416464
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,16000,0.2,13883,16000,0.8676875,1.519256105102746,0.9632140362052289,27693.64312510997,42641.45113315808,-5769.222174264927,-623.3182275987705,-13486.117963882129,0.0,50456.43589252222,0.9798300591697411,1e-12,0.4041427422410898,0.16851534962193931
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,17000,0.2,14774,17000,0.8690588235294118,1.9010903252303337,1.207210201797803,35041.60904030671,49914.27571284438,-5038.469840848393,-6851.725498801424,-14924.318323334763,0.0,58141.3710901665,0.8557120461219676,0.36811417864134754,0.6364029994218887,0.07409314697615413
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,18000,0.2,15663,18000,0.8701666666666666,2.6065190688114033,1.3834344440005708,26499.553451213214,72944.86221029119,-5887.97392482817,-11868.34625537534,-22585.95901047917,0.0,59102.13647082173,0.999999999999,0.4000504669670828,0.5938320600684373,0.6458685877079073
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,19000,0.2,16545,19000,0.8707894736842106,1.6948650865750774,1.1877794318578903,33688.62223125727,42922.71451059303,-5173.0238492917215,-4188.701529237143,-12367.788568841992,0.0,54881.822794479434,0.878565994596573,0.32582946022682924,0.10995769979883083,0.4137439778838685
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,20000,0.2,17444,20000,0.8722,2.2983499645271164,1.7803128905757302,38521.655521699045,65748.18395453834,-4692.380580769488,-11494.074015342156,-21235.787091648057,0.0,66847.5977884777,0.7969289135422423,0.999999999999,0.13709202202424495,0.39756107489265347
Fe-Au_wt,AU,110,550.0,823.15,0.008308011482756068,4,2,0.0,1.0,2993.5207500000006,L0_literature,False,21000,0.2,18342,21000,0.8734285714285714,1.1947140525927564,1.1086291227691503,26499.553451213214,35569.4289879147,-5887.97392482817,-1367.558660425191,-12047.200868417442,0.0,42766.24898545712,0.999999999999,0.12524514573566245,1e-12,0.10270095278811817
